61.712	444
61.991	442
62.443	442
61.312	442
61.486	444
61.538	442
61.991	442
61.538	442
61.538	442
61.991	442
61.486	444
61.261	444
61.312	442
61.991	442
61.991	442
61.538	442
61.765	442
61.765	442
61.538	442
61.312	442
61.086	442
61.086	442
61.086	442
61.086	442
61.086	442
62.443	442
60.586	444
60.586	444
61.538	442
61.312	442
61.312	442
61.312	442
61.312	442
61.538	442
60.586	444
61.538	442
61.312	442
61.312	442
61.765	442
61.991	442
60.271	443
60.271	443
60.181	442
59.594	443
57.692	442
55.166	513
55.830	446
55.830	446
55.830	446
54.709	446
54.709	446
54.484	446
57.336	443
54.279	444
54.505	444
53.759	439
54.933	446
55.982	443
58.145	442
56.818	440
57.014	442
53.795	448
54.831	445
50.000	444
47.846	441
47.846	441
48.073	441
48.073	441
49.206	441
49.206	441
48.753	441
48.526	441
47.619	441
47.619	441
48.299	441
48.299	441
48.299	441
48.299	441
48.299	441
47.619	441
62.021	287
62.021	287
62.021	287
62.021	287
62.021	287
64.474	228
64.474	228
64.474	228
64.474	228
63.596	228
63.596	228
63.182	220
63.182	220
63.182	220
64.091	220
63.636	220
63.636	220
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.551	214
63.084	214
63.084	214
63.084	214
62.617	214
62.617	214
65.700	207
66.184	207
65.217	207
65.217	207
65.217	207
65.217	207
65.217	207
65.700	207
65.700	207
65.700	207
65.700	207
64.734	207
65.700	207
64.251	207
65.217	207
65.217	207
64.251	207
65.700	207
65.217	207
64.734	207
62.319	207
64.734	207
64.734	207
64.734	207
64.734	207
64.734	207
64.734	207
64.734	207
63.768	207
63.768	207
63.768	207
64.251	207
64.734	207
64.734	207
64.734	207
64.734	207
64.251	207
64.251	207
63.768	207
63.285	207
64.251	207
64.251	207
64.251	207
64.734	207
63.768	207
64.251	207
64.251	207
64.251	207
62.802	207
63.768	207
64.251	207
64.251	207
63.768	207
64.251	207
64.251	207
64.251	207
63.768	207
63.768	207
63.285	207
64.251	207
63.285	207
63.768	207
63.768	207
63.768	207
64.251	207
62.319	207
62.319	207
63.285	207
60.386	207
62.802	207
61.353	207
46.667	225
46.667	225
46.667	225
46.396	222
48.000	175
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
60.440	182
59.890	182
59.890	182
58.791	182
60.440	182
60.440	182
58.242	182
58.242	182
58.242	182
58.242	182
58.242	182
59.341	182
59.341	182
59.341	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
59.341	182
59.341	182
59.341	182
59.341	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
59.890	182
47.429	175
59.341	182
59.341	182
59.341	182
59.341	182
59.341	182
59.341	182
59.341	182
59.341	182
59.341	182
59.341	182
59.341	182
58.791	182
58.791	182
58.791	182
58.791	182
58.791	182
58.791	182
59.341	182
46.893	177
47.159	176
47.159	176
42.077	183
47.573	103
67.939	131
67.939	131
67.939	131
67.939	131
67.939	131
67.939	131
67.939	131
67.939	131
67.939	131
67.939	131
67.939	131
66.412	131
64.234	137
63.380	142
64.444	135
65.649	131
65.649	131
65.649	131
65.649	131
65.649	131
64.885	131
64.885	131
64.885	131
64.885	131
61.940	134
64.122	131
56.349	126
64.122	131
62.319	138
62.595	131
55.357	112
62.295	122
58.824	119
56.410	117
56.410	117
56.410	117
56.410	117
56.410	117
56.410	117
56.410	117
56.410	117
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
38.281	128
47.222	36
60.563	71
38.281	128
47.222	36
37.500	128
47.222	36
37.500	128
47.222	36
37.500	128
47.222	36
37.500	128
47.222	36
37.500	128
47.222	36
37.500	128
47.222	36
80.556	36
65.432	81
47.059	51
50.000	44
41.096	73
40.698	86
39.286	28
57.895	19
